"time_days","time_years","n_risk","n_event","n_censor","survival","std_error","lower_95","upper_95","stratum"
106,0.290212183436003,25,1,0,0.813599119481472,0.0691707451136226,0.629592865794864,0.912129193471869,"Com DGF registrada na primeira semana"
111,0.303901437371663,24,0,1,0.813599119481472,0.0691707451136226,0.629592865794864,0.912129193471869,"Com DGF registrada na primeira semana"
176,0.48186173853525,23,1,0,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
188,0.514715947980835,22,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
209,0.572210814510609,21,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
273,0.747433264887064,20,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
362,0.991101984941821,19,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
366,1.00205338809035,18,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
375,1.02669404517454,17,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
539,1.4757015742642,16,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
569,1.55783709787817,15,0,1,0.778225244721408,0.0746625159580228,0.588146032558162,0.888297410542674,"Com DGF registrada na primeira semana"
638,1.74674880219028,14,1,0,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
749,2.05065023956194,13,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
782,2.1409993155373,12,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
856,2.34360027378508,11,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
868,2.37645448323066,10,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
882,2.41478439425051,9,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1015,2.77891854893908,8,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1059,2.8993839835729,7,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1060,2.90212183436003,6,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1367,3.74264202600958,5,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1722,4.71457905544148,4,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1742,4.76933607118412,3,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1799,4.92539356605065,2,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
1909,5.22655715263518,1,0,1,0.722637727241308,0.0876118512507696,0.509109342793886,0.855291432256906,"Com DGF registrada na primeira semana"
